expTime,trial,eyeX,eyeY,headX,headY
13.6354625221,1,0.374706255642,0.507357677049,3683.51321,7605.42152
13.663040725,1,0.374988563872,0.505451791443,2424.48368,5173.31372
13.6956397152,1,0.374860857694,0.509209284107,1867.95857,4519.40144
13.729123809,1,0.370587721561,0.473148526554,1560.7330025,4243.00091
13.7615269762,1,0.379032592837,0.307738570242,799.618775,3195.09536
13.7918918597,1,0.391340585837,0.184052749752,668.0193125,3363.24371
13.8279733796,1,0.391340585837,0.184052749752,639.0563,3413.79932
13.8585603601,1,0.391340585837,0.184052749752,639.0563,3413.79932
13.9016278763,1,0.391340585837,0.184052749752,639.0563,3413.79932
13.9272860285,1,0.394019186492,0.341494324045,-554.713915,4130.3018525
13.9713679654,1,0.384486154621,0.497061264018,-959.9232775,3881.932655
14.0027287958,1,0.31735795157,0.480819894834,-1861.8715075,4130.5741025
14.0287424673,1,0.250003949189,0.470299978173,-2425.45225,4399.4628725
14.0623628572,1,0.238570564333,0.472181824329,-1358.9844925,4228.4499125
14.0959799628,1,0.241204587931,0.470886477508,-1493.086315,4722.879605
14.129267002,1,0.242239783739,0.472761301613,-1195.2323275,4824.115565
14.1690441168,1,0.241380415278,0.472185999602,-961.5733375,5239.35104
14.1947067848,1,0.239701687445,0.469160508211,-1250.8621375,5329.6797875
14.2355927423,1,0.240899754899,0.467094886781,-1155.552025,5826.1358975
14.2727186516,1,0.243336686478,0.467634698972,-1049.7632575,6151.9572275
14.301820333,1,0.243668848553,0.469555071511,-1328.99728,6186.654275
14.3348918437,1,0.24214806999,0.46989345841,-1605.60715,6334.607615
14.3690672707,1,0.241135083952,0.469326570206,-2029.1425825,6366.92756
14.3943567665,1,0.243972460836,0.471384663492,-2412.2391925,6641.0111075
14.428760859,1,0.243723073471,0.472615799675,-2799.3790975,6988.05878
14.4688885669,1,0.242048992363,0.470735535062,-3102.47365,7270.156085
14.5032594064,1,0.242752459264,0.470618374371,-3308.0533825,7563.893495
14.5357713641,1,0.242395291508,0.471744306326,-3544.3280875,7769.1562475
14.5703392582,1,0.238314758187,0.472402987275,-3776.9809675,7830.578165
14.6050274378,1,0.234551541048,0.475745862676,-4338.6994075,7533.41153
14.6371982447,1,0.233940654234,0.474708433856,-5069.8855975,6997.6315625
14.6708527087,1,0.230540787359,0.47660571587,-5969.424145,6957.743765
14.7014770474,1,0.230119234897,0.485405230265,-6757.6909225,6945.6101225
14.7351007216,1,0.231652772265,0.486773581102,-7566.5989075,7046.71934
14.7701538627,1,0.229208909978,0.483507062588,-8358.495475,7359.32075
